Common Name,Systematic Name
NOG2,YNR053C
NOP1,YDL014W
NOP10,YHR072W-A
NOP12,YOL041C
NOP13,YNL175C
NOP14,YDL148C
NOP15,YNL110C
NOP16,YER002W
NOP19,YGR251W
NOP2,YNL061W
NOP4,YPL043W
NOP53,YPL146C
NOP56,YLR197W
NOP58,YOR310C
NOP6,YDL213C
NOP7,YGR103W
NOP8,YOL144W
NOP9,YJL010C
NOT3,YIL038C
NOT5,YPR072W
NPA3,YJR072C
NPC2,YDL046W
NPL3,YDR432W
NPL4,YBR170C
NPL6,YMR091C
NPP1,YCR026C
NPP2,YEL016C
NPR1,YNL183C
NPR2,YEL062W
NPR3,YHL023C
NPT1,YOR209C
NPY1,YGL067W
NQM1,YGR043C
NRD1,YNL251C
NRG1,YDR043C
NRG2,YBR066C
NRK1,YNL129W
NRM1,YNR009W
NRP1,YDL167C
NRT1,YOR071C
NSA1,YGL111W
NSA2,YER126C
NSE1,YLR007W
NSE3,YDR288W
NSE4,YDL105W
NSE5,YML023C
NSG1,YHR133C
NSG2,YNL156C
NSI1,YDR026C
NSL1,YPL233W
NSP1,YJL041W
NSR1,YGR159C
NST1,YNL091W
NTA1,YJR062C
NTC20,YBR188C
NTE1,YML059C
NTF2,YER009W
NTG1,YAL015C
NTG2,YOL043C
NTH1,YDR001C
NTH2,YBR001C
NTO1,YPR031W
NTR2,YKR022C
NUC1,YJL208C
NUD1,YOR373W
NUF2,YOL069W
NUG1,YER006W
NUM1,YDR150W
NUP1,YOR098C
NUP100,YKL068W
NUP116,YMR047C
NUP120,YKL057C
NUP133,YKR082W
NUP145,YGL092W
NUP157,YER105C
NUP159,YIL115C
NUP170,YBL079W
NUP188,YML103C
NUP192,YJL039C
NUP2,YLR335W
NUP42,YDR192C
NUP49,YGL172W
NUP53,YMR153W
NUP57,YGR119C
NUP60,YAR002W
NUP82,YJL061W
NUP84,YDL116W
NUP85,YJR042W
NUR1,YDL089W
NUS1,YDL193W
NUT1,YGL151W
NUT2,YPR168W
NVJ1,YHR195W
NVJ2,YPR091C
NYV1,YLR093C
OAC1,YKL120W
OAF1,YAL051W
OAF3,YKR064W
OAR1,YKL055C
OAZ1,YPL052W
OCA1,YNL099C
OCA2,YNL056W
OCA4,YCR095C
OCA5,YHL029C
OCA6,YDR067C
OCH1,YGL038C
1-Oct,YKL134C
ODC1,YPL134C
ODC2,YOR222W
OGG1,YML060W
OKP1,YGR179C
OLA1,YBR025C
OLE1,YGL055W
OM14,YBR230C
OM45,YIL136W
OMA1,YKR087C
OMS1,YDR316W
OPI1,YHL020C
OPI10,YOL032W
OPI3,YJR073C
OPT1,YJL212C
OPT2,YPR194C
OPY1,YBR129C
OPY2,YPR075C
ORC1,YML065W
ORC2,YBR060C
ORC3,YLL004W
ORC4,YPR162C
ORC5,YNL261W
ORC6,YHR118C
ORM1,YGR038W
ORM2,YLR350W
ORT1,YOR130C
OSH2,YDL019C
OSH3,YHR073W
OSH6,YKR003W
OSH7,YHR001W
OSM1,YJR051W
OST1,YJL002C
OST2,YOR103C
OST3,YOR085W
OST4,YDL232W
OST5,YGL226C-A
OST6,YML019W
OSW1,YOR255W
OSW2,YLR054C
OSW5,YMR148W
OTU1,YFL044C
OTU2,YHL013C
OXA1,YER154W
OXP1,YKL215C
OXR1,YPL196W
OYE2,YHR179W
OYE3,YPL171C
PAA1,YDR071C
PAB1,YER165W
PAC1,YOR269W
PAC10,YGR078C
PAC11,YDR488C
PAC2,YER007W
PAD1,YDR538W
PAF1,YBR279W
PAH1,YMR165C
PAI3,YMR174C
PAL1,YDR348C
PAM1,YDR251W
PAM16,YJL104W
PAM17,YKR065C
PAM18,YLR008C
PAN1,YIR006C
PAN2,YGL094C
PAN3,YKL025C
PAN5,YHR063C
PAN6,YIL145C
PAP1,YKR002W
PAP2,YOL115W
PAR32,YDL173W
PAT1,YCR077C
PAU1,YJL223C
PAU10,YDR542W
PAU11,YGL261C
PAU12,YGR294W
PAU13,YHL046C
PAU14,YIL176C
PAU15,YIR041W
PAU16,YKL224C
PAU17,YLL025W
PAU18,YLL064C
PAU19,YMR325W
PAU2,YEL049W
PAU20,YOL161C
PAU21,YOR394W
PAU22,YPL282C
PAU23,YLR037C
PAU24,YBR301W
PAU3,YCR104W
PAU4,YLR461W
PAU5,YFL020C
PAU6,YNR076W
PAU7,YAR020C
PAU8,YAL068C
PAU9,YBL108C-A
PBA1,YLR199C
PBI2,YNL015W
PBN1,YCL052C
PBP1,YGR178C
PBP2,YBR233W
PBP4,YDL053C
PBS2,YJL128C
PBY1,YBR094W
PCA1,YBR295W
PCC1,YKR095W-A
PCD1,YLR151C
PCF11,YDR228C
PCH2,YBR186W
PCI8,YIL071C
PCK1,YKR097W
PCL1,YNL289W
PCL10,YGL134W
PCL2,YDL127W
PCL5,YHR071W
PCL6,YER059W
PCL7,YIL050W
PCL8,YPL219W
PCL9,YDL179W
PCM1,YEL058W
PCP1,YGR101W
PCS60,YBR222C
PCT1,YGR202C
PDA1,YER178W
PDB1,YBR221C
PDC1,YLR044C
PDC2,YDR081C
PDC5,YLR134W
PDC6,YGR087C
PDE1,YGL248W
PDE2,YOR360C
PDH1,YPR002W
PDI1,YCL043C
PDR1,YGL013C
PDR10,YOR328W
PDR11,YIL013C
PDR12,YPL058C
PDR15,YDR406W
PDR16,YNL231C
PDR17,YNL264C
PDR18,YNR070W
PDR3,YBL005W
PDR5,YOR153W
PDR8,YLR266C
PDS1,YDR113C
PDS5,YMR076C
PDX1,YGR193C
PDX3,YBR035C
PEA2,YER149C
PEF1,YGR058W
PEP1,YBL017C
PEP12,YOR036W
PEP3,YLR148W
PEP4,YPL154C
PEP5,YMR231W
PEP7,YDR323C
PEP8,YJL053W
PER1,YCR044C
PER33,YLR064W
PES4,YFR023W
PET10,YKR046C
PET100,YDR079W
PET111,YMR257C
PET112,YBL080C
PET117,YER058W
PET122,YER153C
PET123,YOR158W
PET127,YOR017W
PET130,YJL023C
PET18,YCR020C
PET191,YJR034W
PET20,YPL159C
PET309,YLR067C
PET494,YNR045W
PET54,YGR222W
PET8,YNL003C
PET9,YBL030C
PEX1,YKL197C
PEX10,YDR265W
PEX11,YOL147C
PEX12,YMR026C
PEX13,YLR191W
PEX14,YGL153W
PEX15,YOL044W
PEX17,YNL214W
PEX18,YHR160C
PEX19,YDL065C
PEX2,YJL210W
PEX21,YGR239C
PEX22,YAL055W
PEX25,YPL112C
PEX27,YOR193W
PEX28,YHR150W
PEX29,YDR479C
PEX3,YDR329C
PEX30,YLR324W
PEX31,YGR004W
PEX32,YBR168W
PEX34,YCL056C
PEX4,YGR133W
PEX5,YDR244W
PEX6,YNL329C
PEX7,YDR142C
PEX8,YGR077C
PFA3,YNL326C
PFA4,YOL003C
PFA5,YDR459C
PFD1,YJL179W
PFK1,YGR240C
PFK2,YMR205C
PFK26,YIL107C
PFK27,YOL136C
PFS1,YHR185C
PFS2,YNL317W
PFY1,YOR122C
PGA1,YNL158W
PGA2,YNL149C
PGA3,YML125C
PGC1,YPL206C
PGD1,YGL025C
PGI1,YBR196C
PGK1,YCR012W
PGM1,YKL127W
PGM2,YMR105C
PGM3,YMR278W
PGS1,YCL004W
PGU1,YJR153W
PHA2,YNL316C
PHB1,YGR132C
PHB2,YGR231C
PHD1,YKL043W
PHM6,YDR281C
PHM7,YOL084W
PHM8,YER037W
PHO11,YAR071W
PHO12,YHR215W
PHO13,YDL236W
PHO2,YDL106C
PHO23,YNL097C
PHO3,YBR092C
PHO4,YFR034C
PHO5,YBR093C
PHO8,YDR481C
PHO80,YOL001W
PHO81,YGR233C
PHO84,YML123C
PHO85,YPL031C
PHO86,YJL117W
PHO87,YCR037C
PHO88,YBR106W
PHO89,YBR296C
PHO90,YJL198W
PHO91,YNR013C
PHR1,YOR386W
PHS1,YJL097W
PIB1,YDR313C
PIB2,YGL023C
PIC2,YER053C
PIF1,YML061C
PIG1,YLR273C
PIG2,YIL045W
PIH1,YHR034C
PIK1,YNL267W
PIL1,YGR086C
PIM1,YBL022C
PIN2,YOR104W
PIN3,YPR154W
PIN4,YBL051C
PIP2,YOR363C
PIR1,YKL164C
PIR3,YKL163W
PIS1,YPR113W
PKC1,YBL105C
PKH1,YDR490C
PKH2,YOL100W
PKH3,YDR466W
PKP1,YIL042C
PKP2,YGL059W
PKR1,YMR123W
PLB1,YMR008C
PLB2,YMR006C
PLB3,YOL011W
PLC1,YPL268W
PLM2,YDR501W
PLP1,YDR183W
PLP2,YOR281C
PMA1,YGL008C
PMA2,YPL036W
PMC1,YGL006W
PMD1,YER132C
PMI40,YER003C
PML1,YLR016C
PML39,YML107C
PMP1,YCR024C-A
PMP2,YEL017C-A
PMP3,YDR276C
PMR1,YGL167C
PMS1,YNL082W
PMT1,YDL095W
PMT2,YAL023C
PMT3,YOR321W
PMT4,YJR143C
PMT5,YDL093W
PMT6,YGR199W
PMT7,YDR307W
PMU1,YKL128C
PNC1,YGL037C
PNG1,YPL096W
PNO1,YOR145C
PNP1,YLR209C
PNS1,YOR161C
PNT1,YOR266W
POA1,YBR022W
POB3,YML069W
POC4,YPL144W
POF1,YCL047C
POG1,YIL122W
POL1,YNL102W
POL12,YBL035C
POL2,YNL262W
POL3,YDL102W
POL30,YBR088C
POL31,YJR006W
POL32,YJR043C
POL4,YCR014C
POL5,YEL055C
POM152,YMR129W
POM33,YLL023C
POM34,YLR018C
POP1,YNL221C
POP2,YNR052C
POP3,YNL282W
POP4,YBR257W
POP5,YAL033W
POP6,YGR030C
POP7,YBR167C
POP8,YBL018C
POR1,YNL055C
POR2,YIL114C
POS5,YPL188W
POT1,YIL160C
POX1,YGL205W
PPA2,YMR267W
PPE1,YHR075C
PPG1,YNR032W
PPH21,YDL134C
PPH22,YDL188C
PPH3,YDR075W
PPM1,YDR435C
PPM2,YOL141W
PPN1,YDR452W
PPQ1,YPL179W
PPR1,YLR014C
PPS1,YBR276C
PPT1,YGR123C
PPT2,YPL148C
PPX1,YHR201C
PPZ1,YML016C
PPZ2,YDR436W
PRB1,YEL060C
PRC1,YMR297W
PRD1,YCL057W
PRE1,YER012W
PRE10,YOR362C
PRE2,YPR103W
PRE3,YJL001W
PRE4,YFR050C
PRE5,YMR314W
PRE6,YOL038W
PRE7,YBL041W
PRE8,YML092C
PRE9,YGR135W
PRI1,YIR008C
PRI2,YKL045W
PRK1,YIL095W
PRM1,YNL279W
PRM10,YJL108C
PRM2,YIL037C
PRM3,YPL192C
PRM4,YPL156C
PRM5,YIL117C
PRM6,YML047C
PRM7,YDL039C
PRM8,YGL053W
PRM9,YAR031W
PRO1,YDR300C
PRO2,YOR323C
PRO3,YER023W
PRP11,YDL043C
PRP16,YKR086W
PRP18,YGR006W
PRP19,YLL036C
PRP2,YNR011C
PRP21,YJL203W
PRP22,YER013W
PRP24,YMR268C
PRP28,YDR243C
PRP3,YDR473C
PRP31,YGR091W
PRP38,YGR075C
PRP39,YML046W
PRP4,YPR178W
PRP40,YKL012W
PRP42,YDR235W
PRP43,YGL120C
PRP45,YAL032C
PRP46,YPL151C
PRP5,YBR237W
PRP6,YBR055C
PRP8,YHR165C
PRP9,YDL030W
PRR1,YKL116C
PRR2,YDL214C
PRS1,YKL181W
PRS2,YER099C
PRS3,YHL011C
PRS4,YBL068W
PRS5,YOL061W
PRT1,YOR361C
PRX1,YBL064C
PRY1,YJL079C
PRY2,YKR013W
PRY3,YJL078C
PSA1,YDL055C
PSD1,YNL169C
PSD2,YGR170W
PSE1,YMR308C
PSF1,YDR013W
PSF2,YJL072C
PSF3,YOL146W
PSH1,YOL054W
PSK1,YAL017W
PSK2,YOL045W
PSO2,YMR137C
PSP1,YDR505C
PSP2,YML017W
PSR1,YLL010C
PSR2,YLR019W
PST1,YDR055W
PST2,YDR032C
PSY2,YNL201C
PSY3,YLR376C
PSY4,YBL046W
PTA1,YAL043C
PTC1,YDL006W
PTC2,YER089C
PTC3,YBL056W
PTC4,YBR125C
PTC5,YOR090C
PTC6,YCR079W
PTC7,YHR076W
PTH1,YHR189W
PTH2,YBL057C
PTI1,YGR156W
PTK1,YKL198C
PTK2,YJR059W
PTM1,YKL039W
PTP1,YDL230W
PTP2,YOR208W
PTP3,YER075C
PTR2,YKR093W
PTR3,YFR029W
PUB1,YNL016W
PUF2,YPR042C
PUF3,YLL013C
PUF4,YGL014W
PUF6,YDR496C
PUG1,YER185W
PUN1,YLR414C
PUP1,YOR157C
PUP2,YGR253C
PUP3,YER094C
PUS1,YPL212C
PUS2,YGL063W
PUS4,YNL292W
PUS5,YLR165C
PUS6,YGR169C
PUS7,YOR243C
PUS9,YDL036C
PUT1,YLR142W
PUT2,YHR037W
PUT3,YKL015W
PUT4,YOR348C
PWP1,YLR196W
PWP2,YCR057C
PXA1,YPL147W
PXA2,YKL188C
PXL1,YKR090W
PXR1,YGR280C
PYC1,YGL062W
PYC2,YBR218C
PYK2,YOR347C
PZF1,YPR186C
QCR10,YHR001W-A
QCR2,YPR191W
QCR6,YFR033C
QCR7,YDR529C
QCR8,YJL166W
QCR9,YGR183C
QDR1,YIL120W
QDR2,YIL121W
QDR3,YBR043C
QNS1,YHR074W
QRI1,YDL103C
QRI5,YLR204W
QRI7,YDL104C
RAD1,YPL022W
RAD10,YML095C
RAD14,YMR201C
RAD16,YBR114W
RAD17,YOR368W
RAD18,YCR066W
RAD2,YGR258C
RAD23,YEL037C
RAD24,YER173W
RAD26,YJR035W
RAD27,YKL113C
RAD28,YDR030C
RAD3,YER171W
RAD30,YDR419W
RAD33,YML011C
RAD34,YDR314C
RAD4,YER162C
RAD5,YLR032W
RAD50,YNL250W
RAD51,YER095W
RAD52,YML032C
RAD53,YPL153C
RAD54,YGL163C
RAD55,YDR076W
RAD57,YDR004W
RAD59,YDL059C
RAD6,YGL058W
RAD61,YDR014W
RAD7,YJR052W
RAD9,YDR217C
RAI1,YGL246C
RAM1,YDL090C
RAM2,YKL019W
RAP1,YNL216W
RAS1,YOR101W
RAS2,YNL098C
RAT1,YOR048C
RAV1,YJR033C
RAV2,YDR202C
RAX1,YOR301W
RAX2,YLR084C
RBA50,YDR527W
RBD2,YPL246C
RBG1,YAL036C
RBG2,YGR173W
RBK1,YCR036W
RBL2,YOR265W
RBS1,YDL189W
RCE1,YMR274C
RCF1,YML030W
RCF2,YNR018W
RCK1,YGL158W
RCK2,YLR248W
RCL1,YOL010W
RCN1,YKL159C
RCN2,YOR220W
RCO1,YMR075W
RCR1,YBR005W
RCR2,YDR003W
RCY1,YJL204C
RDH54,YBR073W
RDI1,YDL135C
RDL1,YOR285W
RDL2,YOR286W
RDR1,YOR380W
RDS1,YCR106W
RDS2,YPL133C
RDS3,YPR094W
REB1,YBR049C
REC102,YLR329W
REC104,YHR157W
REC107,YJR021C
REC114,YMR133W
REC8,YPR007C
RED1,YLR263W
REE1,YJL217W
REF2,YDR195W
REG1,YDR028C
REG2,YBR050C
REH1,YLR387C
REI1,YBR267W
RER1,YCL001W
RER2,YBR002C
RET1,YOR207C
RET2,YFR051C
RET3,YPL010W
REV1,YOR346W
REV3,YPL167C
REV7,YIL139C
REX2,YLR059C
REX3,YLR107W
REX4,YOL080C
RFA1,YAR007C
RFA2,YNL312W
RFA3,YJL173C
RFC1,YOR217W
RFC2,YJR068W
RFC3,YNL290W
RFC4,YOL094C
RFC5,YBR087W
RFM1,YOR279C
RFS1,YBR052C
RFT1,YBL020W
RFU1,YLR073C
RFX1,YLR176C
RGA1,YOR127W
RGA2,YDR379W
RGC1,YPR115W
RGD1,YBR260C
RGD2,YFL047W
RGI1,YER067W
RGI2,YIL057C
RGL1,YPL066W
RGM1,YMR182C
RGP1,YDR137W
RGR1,YLR071C
RGS2,YOR107W
RGT1,YKL038W
RGT2,YDL138W
RHB1,YCR027C
RHO1,YPR165W
RHO2,YNL090W
RHO3,YIL118W
RHO4,YKR055W
RHO5,YNL180C
RHR2,YIL053W
RIA1,YNL163C
RIB1,YBL033C
RIB2,YOL066C
RIB3,YDR487C
RIB4,YOL143C
RIB5,YBR256C
RIB7,YBR153W
RIC1,YLR039C
RIF1,YBR275C
RIF2,YLR453C
RIM1,YCR028C-A
RIM101,YHL027W
RIM11,YMR139W
RIM13,YMR154C
RIM15,YFL033C
RIM2,YBR192W
RIM20,YOR275C
RIM21,YNL294C
RIM4,YHL024W
RIM8,YGL045W
RIM9,YMR063W
RIO1,YOR119C
RIO2,YNL207W
RIP1,YEL024W
RIT1,YMR283C
RIX1,YHR197W
RIX7,YLL034C
RKI1,YOR095C
RKM1,YPL208W
RKM2,YDR198C
RKM3,YBR030W
RKM4,YDR257C
RKM5,YLR137W
RKR1,YMR247C
RLF2,YPR018W
RLI1,YDR091C
RLM1,YPL089C
RLP24,YLR009W
RLP7,YNL002C
RMA1,YKL132C
RMD1,YDL001W
RMD5,YDR255C
RMD6,YEL072W
RMD8,YFR048W
RMD9,YGL107C
RME1,YGR044C
RMI1,YPL024W
RML2,YEL050C
RMP1,YLR145W
RMR1,YGL250W
RMT2,YDR465C
RNA1,YMR235C
RNA14,YMR061W
RNA15,YGL044C
RNH1,YMR234W
RNH201,YNL072W
RNH202,YDR279W
RNH203,YLR154C
RNH70,YGR276C
RNP1,YLL046C
RNQ1,YCL028W
RNR1,YER070W
RNR2,YJL026W
RNR3,YIL066C
RNR4,YGR180C
RNT1,YMR239C
RNY1,YPL123C
ROD1,YOR018W
ROG1,YGL144C
ROG3,YFR022W
ROK1,YGL171W
ROM1,YGR070W
ROM2,YLR371W
ROT1,YMR200W
ROT2,YBR229C
ROX1,YPR065W
ROX3,YBL093C
ROY1,YMR258C
RPA12,YJR063W
RPA135,YPR010C
RPA14,YDR156W
RPA190,YOR341W
RPA34,YJL148W
RPA43,YOR340C
RPA49,YNL248C
RPB10,YOR210W
RPB11,YOL005C
RPB2,YOR151C
RPB3,YIL021W
RPB4,YJL140W
RPB5,YBR154C
RPB7,YDR404C
RPB8,YOR224C
RPB9,YGL070C
RPC10,YHR143W-A
RPC11,YDR045C
RPC17,YJL011C
RPC19,YNL113W
RPC25,YKL144C
RPC31,YNL151C
RPC34,YNR003C
RPC37,YKR025W
RPC40,YPR110C
RPC53,YDL150W
RPC82,YPR190C
RPD3,YNL330C
RPE1,YJL121C
RPF1,YHR088W
RPF2,YKR081C
RPG1,YBR079C
RPH1,YER169W
RPI1,YIL119C
RPL10,YLR075W
RPL11a,YPR102C
RPL11b,YGR085C
RPL12a,YEL054C
RPL12b,YDR418W
RPL13a,YDL082W
RPL13b,YMR142C
RPL14a,YKL006W
RPL14b,YHL001W
RPL15a,YLR029C
RPL15b,YMR121C
RPL16a,YIL133C
RPL16b,YNL069C
RPL17a,YKL180W
RPL17b,YJL177W
RPL18a,YOL120C
RPL18b,YNL301C
RPL19a,YBR084C-A
RPL19b,YBL027W
RPL1a,YPL220W
RPL1b,YGL135W
RPL20a,YMR242C
RPL20b,YOR312C
RPL21a,YBR191W
RPL21b,YPL079W
RPL22a,YLR061W
RPL22b,YFL034C-A
RPL23a,YBL087C
RPL23b,YER117W
RPL24a,YGL031C
RPL24b,YGR148C
RPL25,YOL127W
RPL26a,YLR344W
RPL26b,YGR034W
RPL27a,YHR010W
RPL27b,YDR471W
RPL28,YGL103W
RPL29,YFR032C-A
RPL2a,YFR031C-A
RPL2b,YIL018W
RPL3,YOR063W
RPL30,YGL030W
RPL31a,YDL075W
RPL31b,YLR406C
RPL32,YBL092W
RPL33a,YPL143W
RPL33b,YOR234C
RPL34a,YER056C-A
RPL34b,YIL052C
RPL35a,YDL191W
RPL35b,YDL136W
RPL36a,YMR194W
RPL36b,YPL249C-A
RPL37a,YLR185W
RPL37b,YDR500C
RPL38,YLR325C
RPL39,YJL189W
RPL40a,YIL148W
RPL40b,YKR094C
RPL41a,YDL184C
RPL41b,YDL133C-A
RPL42a,YNL162W
RPL42b,YHR141C
RPL43a,YPR043W
RPL43b,YJR094W-A
RPL4a,YBR031W
RPL4b,YDR012W
RPL5,YPL131W
RPL6a,YML073C
RPL6b,YLR448W
RPL7a,YGL076C
RPL7b,YPL198W
RPL8a,YHL033C
RPL8b,YLL045C
RPL9a,YGL147C
RPL9b,YNL067W
RPM2,YML091C
RPN1,YHR027C
RPN10,YHR200W
RPN11,YFR004W
RPN12,YFR052W
RPN13,YLR421C
RPN14,YGL004C
RPN2,YIL075C
RPN3,YER021W
RPN4,YDL020C
RPN5,YDL147W
RPN6,YDL097C
RPN7,YPR108W
RPN8,YOR261C
RPN9,YDR427W
RPO21,YDL140C
RPO26,YPR187W
RPO31,YOR116C
RPO41,YFL036W
RPP0,YLR340W
RPP1,YHR062C
RPP1a,YDL081C
RPP1b,YDL130W
RPP2a,YOL039W
RPP2b,YDR382W
RPR2,YIR015W
RPS0a,YGR214W
RPS0b,YLR048W
RPS10a,YOR293W
RPS10b,YMR230W
RPS11a,YDR025W
RPS11b,YBR048W
RPS12,YOR369C
RPS13,YDR064W
RPS14a,YCR031C
RPS14b,YJL191W
RPS15,YOL040C
RPS16a,YMR143W
RPS16b,YDL083C
RPS17a,YML024W
RPS17b,YDR447C
RPS18a,YDR450W
RPS18b,YML026C
RPS19a,YOL121C
RPS19b,YNL302C
RPS1a,YLR441C
RPS1b,YML063W
RPS2,YGL123W
RPS20,YHL015W
RPS21a,YKR057W
RPS21b,YJL136C
RPS22a,YJL190C
RPS22b,YLR367W
RPS23a,YGR118W
RPS23b,YPR132W
RPS24a,YER074W
RPS24b,YIL069C
RPS25a,YGR027C
RPS25b,YLR333C
RPS26a,YGL189C
RPS26b,YER131W
RPS27a,YKL156W
RPS27b,YHR021C
RPS28a,YOR167C
RPS28b,YLR264W
RPS29a,YLR388W
RPS29b,YDL061C
RPS3,YNL178W
RPS30a,YLR287C-A
RPS30b,YOR182C
RPS31,YLR167W
RPS4a,YJR145C
RPS4b,YHR203C
RPS5,YJR123W
RPS6a,YPL090C
RPS6b,YBR181C
RPS7a,YOR096W
RPS7b,YNL096C
RPS8a,YBL072C
RPS8b,YER102W
RPS9a,YPL081W
RPS9b,YBR189W
RPT1,YKL145W
RPT2,YDL007W
RPT3,YDR394W
RPT4,YOR259C
RPT5,YOR117W
RPT6,YGL048C
RQC1,YDR333C
RRB1,YMR131C
RRD1,YIL153W
RRD2,YPL152W
RRF1,YHR038W
RRG1,YDR065W
RRG7,YOR305W
RRG8,YPR116W
RRG9,YNL213C
RRI1,YDL216C
RRI2,YOL117W
RRM3,YHR031C
RRN10,YBL025W
RRN11,YML043C
RRN3,YKL125W
RRN5,YLR141W
RRN6,YBL014C
RRN7,YJL025W
RRN9,YMR270C
RRP1,YDR087C
RRP12,YPL012W
RRP14,YKL082C
RRP15,YPR143W
RRP17,YDR412W
RRP3,YHR065C
RRP36,YOR287C
RRP4,YHR069C
RRP40,YOL142W
RRP42,YDL111C
RRP43,YCR035C
RRP45,YDR280W
RRP46,YGR095C
RRP5,YMR229C
RRP6,YOR001W
RRP7,YCL031C
RRP8,YDR083W
RRP9,YPR137W
RRS1,YOR294W
RRT12,YCR045C
RRT13,YER066W
RRT14,YIL127C
RRT15,YLR162W-A
RRT2,YBR246W
RRT5,YFR032C
RRT6,YGL146C
RRT8,YOL048C
RSA1,YPL193W
RSA3,YLR221C
RSA4,YCR072C
RSB1,YOR049C
RSC1,YGR056W
RSC2,YLR357W
RSC3,YDR303C
RSC30,YHR056C
RSC4,YKR008W
RSC58,YLR033W
RSC6,YCR052W
RSC8,YFR037C
RSC9,YML127W
RSE1,YML049C
RSF1,YMR030W
RSF2,YJR127C
RSM10,YDR041W
RSM18,YER050C
RSM19,YNR037C
RSM22,YKL155C
RSM23,YGL129C
RSM24,YDR175C
RSM25,YIL093C
RSM26,YJR101W
RSM27,YGR215W
RSM28,YDR494W
RSM7,YJR113C
RSN1,YMR266W
RSP5,YER125W
RSR1,YGR152C
RTA1,YGR213C
RTC1,YOL138C
RTC2,YBR147W
RTC3,YHR087W
RTC4,YNL254C
RTC5,YOR118W
RTC6,YPL183W-A
RTF1,YGL244W
RTG1,YOL067C
RTG2,YGL252C
RTG3,YBL103C
RTK1,YDL025C
RTN1,YDR233C
RTN2,YDL204W
RTP1,YMR185W
RTR1,YER139C
RTR2,YDR066C
RTS1,YOR014W
RTS2,YOR077W
RTS3,YGR161C
RTT10,YPL183C
RTT101,YJL047C
RTT102,YGR275W
RTT103,YDR289C
RTT105,YER104W
RTT106,YNL206C
RTT107,YHR154W
RTT109,YLL002W
RUB1,YDR139C
RUD3,YOR216C
RUP1,YOR138C
RVB1,YDR190C
RVB2,YPL235W
RVS161,YCR009C
RVS167,YDR388W
RXT2,YBR095C
RXT3,YDL076C
SAC1,YKL212W
SAC3,YDR159W
SAC6,YDR129C
SAC7,YDR389W
SAD1,YFR005C
SAE2,YGL175C
SAE3,YHR079C-A
SAF1,YBR280C
SAG1,YJR004C
SAH1,YER043C
SAK1,YER129W
SAL1,YNL083W
SAM1,YLR180W
SAM2,YDR502C
SAM3,YPL274W
SAM35,YHR083W
SAM37,YMR060C
SAM4,YPL273W
SAM50,YNL026W
SAN1,YDR143C
SAP1,YER047C
SAP155,YFR040W
SAP185,YJL098W
SAP190,YKR028W
SAP30,YMR263W
SAP4,YGL229C
SAR1,YPL218W
SAS10,YDL153C
SAS2,YMR127C
SAS3,YBL052C
SAS4,YDR181C
SAS5,YOR213C
SAT4,YCR008W
SAW1,YAL027W
SAY1,YGR263C
SBA1,YKL117W
SBE2,YDR351W
SBE22,YHR103W
SBH1,YER087C-B
SBH2,YER019C-A
SBP1,YHL034C
SCC2,YDR180W
SCC4,YER147C
SCD5,YOR329C
SCD6,YPR129W
SCH9,YHR205W
SCJ1,YMR214W
SCL1,YGL011C
SCM3,YDL139C
SCM4,YGR049W
SCO1,YBR037C
SCO2,YBR024W
SCP1,YOR367W
SCP160,YJL080C
SCS2,YER120W
SCS22,YBL091C-A
SCS3,YGL126W
SCS7,YMR272C
SCT1,YBL011W
SCW10,YMR305C
SCW11,YGL028C
SCW4,YGR279C
SCY1,YGL083W
SDA1,YGR245C
SDC1,YDR469W
SDC25,YLL016W
SDH1,YKL148C
SDH2,YLL041C
SDH3,YKL141W
SDH4,YDR178W
SDO1,YLR022C
SDP1,YIL113W
SDS22,YKL193C
SDS23,YGL056C
SDS24,YBR214W
SDS3,YIL084C
SDT1,YGL224C
SEA4,YBL104C
SEC1,YDR164C
SEC10,YLR166C
SEC11,YIR022W
SEC12,YNR026C
SEC13,YLR208W
SEC14,YMR079W
SEC15,YGL233W
SEC16,YPL085W
SEC17,YBL050W
SEC18,YBR080C
SEC2,YNL272C
SEC20,YDR498C
SEC21,YNL287W
SEC22,YLR268W
SEC23,YPR181C
SEC24,YIL109C
SEC26,YDR238C
SEC27,YGL137W
SEC28,YIL076W
SEC3,YER008C
SEC31,YDL195W
SEC39,YLR440C
SEC4,YFL005W
SEC5,YDR166C
SEC53,YFL045C
SEC59,YMR013C
SEC6,YIL068C
SEC61,YLR378C
SEC62,YPL094C
SEC63,YOR254C
SEC65,YML105C
SEC66,YBR171W
SEC7,YDR170C
SEC72,YLR292C
SEC8,YPR055W
SEC9,YGR009C
SED1,YDR077W
SED4,YCR067C
SED5,YLR026C
SEE1,YIL064W
SEF1,YBL066C
SEG1,YMR086W
SEG2,YKL105C
SEH1,YGL100W
SEM1,YDR363W-A
SEN1,YLR430W
SEN15,YMR059W
SEN2,YLR105C
SEN34,YAR008W
SEN54,YPL083C
SEO1,YAL067C
SER1,YOR184W
SER2,YGR208W
SER3,YER081W
SER33,YIL074C
SES1,YDR023W
SET1,YHR119W
SET2,YJL168C
SET3,YKR029C
SET4,YJL105W
SET5,YHR207C
SET6,YPL165C
SEY1,YOR165W
SFA1,YDL168W
SFB2,YNL049C
SFB3,YHR098C
SFC1,YJR095W
